GeneID,Acc_num,Main_Role,Subrole,Product,Gene
hotlake_ucc_81606,CD01DRAFT_0653,Unknown function,General,Raf kinase inhibitor-like protein_ YbhB/YbcL family,
hotlake_ucc_81607,CD01DRAFT_0654,,,Protein of unknown function_ DUF547,
hotlake_ucc_81609,CD01DRAFT_0655,,,ADP-ribosylglycohydrolase,
hotlake_ucc_81610,CD01DRAFT_0656,,,oleate hydratase OhyA,ohyA
hotlake_ucc_81611,CD01DRAFT_0657,,,Putative zinc-finger,
hotlake_ucc_81612,CD01DRAFT_0658,Transcription,Transcription factors,ECF subfamily RNA polymerase sigma-70 factor,rpoE
hotlake_ucc_81613,CD01DRAFT_0659,Translation::Unknown function,tRNA and rRNA base modification::General,mercuric reductase MerA,merA
hotlake_ucc_81614,CD01DRAFT_0660,Unknown function,Enzymes of unknown specificity,radical SAM domain protein,
hotlake_ucc_81615,CD01DRAFT_0661,,,hypothetical protein,
hotlake_ucc_81616,CD01DRAFT_0662,Transport and binding proteins,Cations and iron carrying compounds,SSS family solute:sodium symporter,
hotlake_ucc_81617,CD01DRAFT_0664,Amino acid metabolism::Unknown function,Enzymes of unknown specificity::Glycine_ serine and threonine metabolism,diaminobutyrate acetyltransferase EctA,ectA
hotlake_ucc_81618,CD01DRAFT_0665,Amino acid metabolism,Glycine_ serine and threonine metabolism::General,diaminobutyrate--2-oxoglutarate aminotransferase EctB,ectB
hotlake_ucc_81619,CD01DRAFT_0666,Amino acid metabolism::Unknown function,Alanine_ aspartate and glutamate metabolism::General,ectoine biosynthesis aspartate kinase LysC,lysC
hotlake_ucc_81620,CD01DRAFT_0667,Transcription,Transcription factors,RNA polymerase nonessential primary-like sigma factor,rpoS
hotlake_ucc_81621,CD01DRAFT_0668,,,protein of unknown funciton DUF3429,
hotlake_ucc_81622,CD01DRAFT_0669,,,hypothetical protein,
hotlake_ucc_81623,CD01DRAFT_0670,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA-3-methyladenine glycosylase I Tag,tag
hotlake_ucc_81624,CD01DRAFT_0671,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,4'-phosphopantetheinyl transferase AcpT,acpT
hotlake_ucc_81625,CD01DRAFT_0672,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Vitamin B6 metabolism,pyridoxamine 5'-phosphate oxidase PdxH,pdxH
hotlake_ucc_81626,CD01DRAFT_0673,,,DUF748 domain protein of unknown function,
hotlake_ucc_81627,CD01DRAFT_0674,,,ABC-type transport system PAAT family substrate-binding component,
hotlake_ucc_81629,CD01DRAFT_0675,Unknown function,Enzymes of unknown specificity,5'-nucleotidase,yfbR
hotlake_ucc_81630,CD01DRAFT_0676,,,SPFH domain_ Band 7 family protein,
hotlake_ucc_81631,CD01DRAFT_0677,Unknown function,General,Membrane protein implicated in regulation of membrane protease activity,
hotlake_ucc_81632,CD01DRAFT_0678,Unknown function,Enzymes of unknown specificity,putative short-chain dehydrogenase,
hotlake_ucc_81633,CD01DRAFT_0679,Regulatory functions,Small molecule interactions,diguanylate cyclase,
hotlake_ucc_81634,CD01DRAFT_0680,,,putative metal-dependent hydrolase,
hotlake_ucc_81635,CD01DRAFT_0681,Regulatory functions,DNA interactions,AraC family transcriptional regulator,
hotlake_ucc_81636,CD01DRAFT_0682,,,putative membrane protein,
hotlake_ucc_81637,CD01DRAFT_0683,Regulatory functions,Small molecule interactions,diguanylate cyclase with 7TMR signalling domain,
hotlake_ucc_81639,CD01DRAFT_0684,Unknown function,Enzymes of unknown specificity,acyltransferase_ WS/DGAT/MGAT,
hotlake_ucc_81640,CD01DRAFT_0685,Intracellular trafficking_ assembly_ and processing::Transport and binding proteins,Unknown substrate::Protein export_ secretion_ and sorting,RND-type efflux system MFP component,acrA
hotlake_ucc_81641,CD01DRAFT_0686,,,RND-type efflux system permease component,
hotlake_ucc_81642,CD01DRAFT_0687,Energy metabolism,Nitrogen metabolism,NAD(P)-dependent assimilatory nitrite reductase small subunit NirD,nirD
hotlake_ucc_81643,CD01DRAFT_0688,Energy metabolism::Unknown function,General::Nitrogen metabolism,NAD(P)-dependent assimilatory nitrite reductase large subunit NirB,nirB
hotlake_ucc_81644,CD01DRAFT_0689,Unknown function,General,NADH2:nitrate oxidoreductase,nirB
hotlake_ucc_81645,CD01DRAFT_0690,Transport and binding proteins,Unknown substrate::Anions,ABC-type nitrate/nitrite uptake system ATPase component NrtC,nrtC
hotlake_ucc_81646,CD01DRAFT_0691,,,ABC-type nitrate/nitrite uptake system permease component NrtB,nrtB
hotlake_ucc_81647,CD01DRAFT_0692,,,ABC-type nitrate/nitrite uptake system substrate-binding component NrtA,nrtA
hotlake_ucc_81649,CD01DRAFT_0693,,,nitrate/nitrate sensor/antiterminator regulatory system sensory component NasS,nasS
hotlake_ucc_81650,CD01DRAFT_0694,Regulatory functions::Signal transduction,Taxis::RNA interactions,nitrate/nitrate sensor/antiterminator regulatory system RNA-binding antiterminator component NasT,nasT
hotlake_ucc_81651,CD01DRAFT_0695,,,assimilatory nitrate reductase catalytic subunit NasA,nasA
hotlake_ucc_81652,CD01DRAFT_0696,,,hypothetical protein,
hotlake_ucc_81653,CD01DRAFT_0697,,,hypothetical protein,
hotlake_ucc_81654,CD01DRAFT_0698,,,hypothetical protein,
hotlake_ucc_81656,CD01DRAFT_0699,,,hypothetical protein,
hotlake_ucc_81657,CD01DRAFT_0700,Defense and invasion systems,Secretion systems,type 6 secretion system Hcp1 family effector,hcp
hotlake_ucc_81658,CD01DRAFT_0701,Transport and binding proteins,Accessory functions,TonB receptor energy transduction system periplasmic component TonB,tonB
hotlake_ucc_81659,CD01DRAFT_0702,Transport and binding proteins,Cations and iron carrying compounds,outer membrane transport energization protein ExbD,exbD
hotlake_ucc_81660,CD01DRAFT_0703,Transport and binding proteins,Cations and iron carrying compounds,outer membrane transport energization protein ExbD,exbD
hotlake_ucc_81661,CD01DRAFT_0704,Transport and binding proteins,Accessory functions,outer membrane transport energization protein ExbB,exbB
hotlake_ucc_81662,CD01DRAFT_0705,Regulatory functions,General::Small molecule interactions,PAS domain S-box/diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81663,CD01DRAFT_0706,,,putative permease,
hotlake_ucc_81664,CD01DRAFT_0707,,,hypothetical protein,
hotlake_ucc_81666,CD01DRAFT_0708,Unknown function,Enzymes of unknown specificity,amidase AmiE,amiE
hotlake_ucc_81667,CD01DRAFT_0709,,,hypothetical protein,
hotlake_ucc_81668,CD01DRAFT_0710,,,HDOD domain,
hotlake_ucc_81669,CD01DRAFT_0711,Transport and binding proteins,Unknown substrate,ABC-type D-methionine uptake system ATPase component MetN,metN
hotlake_ucc_81670,CD01DRAFT_0712,,,ABC-type D-methionine uptake system permease component MetI,metI
hotlake_ucc_81671,CD01DRAFT_0713,Transport and binding proteins,Amino acids_ peptides and amines,ABC-type D-methionine uptake system substrate-binding component MetQ,metQ
hotlake_ucc_81673,CD01DRAFT_0714,Defense and invasion systems,Detoxification and inactivation,1-Cys peroxiredoxin,
hotlake_ucc_81674,CD01DRAFT_0715,Transport and binding proteins,Amino acids_ peptides and amines,glycine:cation transporter GlyP,glyP
hotlake_ucc_81675,CD01DRAFT_0716,Unknown function,General,transcriptional regulator with CBS domain,
hotlake_ucc_81676,CD01DRAFT_0717,Defense and invasion systems::Unknown function,Detoxification and inactivation::Enzymes of unknown specificity,S-formylglutathione hydrolase FrmB,frmB
hotlake_ucc_81677,CD01DRAFT_0718,,,HD-GYP domain,
hotlake_ucc_81678,CD01DRAFT_0719,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81679,CD01DRAFT_0720,Transport and binding proteins,General,Mop flippase superfamily transporter,norM
hotlake_ucc_81680,CD01DRAFT_0721,Transport and binding proteins,Amino acids_ peptides and amines,putative biotin efflux pump YigM,yigM
hotlake_ucc_81681,CD01DRAFT_0722,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,methyl-accepting chemotaxis sensory transducer with PAS sensory domain,aer
hotlake_ucc_81682,CD01DRAFT_0723,,,NSS family sodium-dependent transporter,
hotlake_ucc_81683,CD01DRAFT_0724,Regulatory functions,Small molecule interactions,EAL domain protein,
hotlake_ucc_81684,CD01DRAFT_0725,,,hypothetical protein,
hotlake_ucc_81686,CD01DRAFT_0726,Cell structure_ growth_ and death,Toxin-antitoxin systems,putative transcriptional regulator,
hotlake_ucc_81687,CD01DRAFT_0727,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81688,CD01DRAFT_0728,Mobile and extrachromosomal element functions::Unknown function,Selfish genetic elements::General,circadian clock protein KaiC,kaiC
hotlake_ucc_81689,CD01DRAFT_0729,Regulatory functions::Signal transduction,General::Taxis,chemotaxis signal relay system methyl-accepting signal transducer,mcp
hotlake_ucc_81690,CD01DRAFT_0730,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,
hotlake_ucc_81691,CD01DRAFT_0731,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system small permease component,
hotlake_ucc_81692,CD01DRAFT_0732,,,TRAP-type transport system substrate-binding component,
hotlake_ucc_81694,CD01DRAFT_0733,,,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,
hotlake_ucc_81695,CD01DRAFT_0734,Unknown function,Enzymes of unknown specificity,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),
hotlake_ucc_81696,CD01DRAFT_0735,Unknown function,Enzymes of unknown specificity::General,uncharacterized domain 1,
hotlake_ucc_81697,CD01DRAFT_0736,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,acd
hotlake_ucc_81698,CD01DRAFT_0737,Unknown function,Enzymes of unknown specificity,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),
hotlake_ucc_81699,CD01DRAFT_0738,Unknown function,Enzymes of unknown specificity,putative aminoglycoside phosphotransferase,
hotlake_ucc_81700,CD01DRAFT_0739,Nucleic acid metabolism,General,5'/3'-nucleotidase SurE,surE
hotlake_ucc_81701,CD01DRAFT_0740,,,fatty-acyl-CoA synthase,
hotlake_ucc_81702,CD01DRAFT_0741,,,Acyl dehydratase,
hotlake_ucc_81703,CD01DRAFT_0742,Unknown function,Enzymes of unknown specificity,protein of unknown function,
hotlake_ucc_81704,CD01DRAFT_0743,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_81705,CD01DRAFT_0744,Fatty acid and lipid metabolism,Fatty acid degradation,putative acyl-CoA dehydrogenase,
hotlake_ucc_81706,CD01DRAFT_0745,Fatty acid and lipid metabolism,Fatty acid degradation,glutaryl-CoA dehydrogenase GcdH,gcdH
hotlake_ucc_81707,CD01DRAFT_0746,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA C-acetyltransferase,atoB
hotlake_ucc_81708,CD01DRAFT_0747,,,hypothetical protein,
hotlake_ucc_81709,CD01DRAFT_0748,Unknown function,General,bifunctional glyoxylate/hydroxypyruvate reductase GhrA,ghrA
hotlake_ucc_81710,CD01DRAFT_0749,Regulatory functions,DNA interactions,transcriptional regulator_ IclR family,
hotlake_ucc_81711,CD01DRAFT_0750,Unknown function,Enzymes of unknown specificity::General,3-hydroxyacyl-CoA dehydrogenase,fadN
hotlake_ucc_81712,CD01DRAFT_0751,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA C-acetyltransferase,atoB
hotlake_ucc_81713,CD01DRAFT_0752,Fatty acid and lipid metabolism,Fatty acid degradation,butyryl-CoA dehydrogenase Bcd,bcd
hotlake_ucc_81714,CD01DRAFT_0753,Unknown function,Enzymes of unknown specificity,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,frmA
hotlake_ucc_81715,CD01DRAFT_0754,,,NAD-dependent aldehyde dehydrogenase,
hotlake_ucc_81716,CD01DRAFT_0755,,,TetR famiily transcriptional regulator,
hotlake_ucc_81717,CD01DRAFT_0756,Defense and invasion systems,Detoxification and inactivation::Protein_ prosthetic group_ membrane repair,bifunctional periplsamid methionine-R-sulfoxide reductase/methionine-S-sulfoxide reductase MsrA-MsrB,mrsA-mrsB
hotlake_ucc_81719,CD01DRAFT_0757,Unknown function,Enzymes of unknown specificity,DNA polymerase III exonuclease epsilon subunit family,dnaQ
hotlake_ucc_81720,CD01DRAFT_0758,Unknown function,General,CBS domain-containing protein,
hotlake_ucc_81721,CD01DRAFT_0759,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase CobP,cobP
hotlake_ucc_81722,CD01DRAFT_0760,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,alpha-ribazole phosphatase CobC2,cobC2
hotlake_ucc_81723,CD01DRAFT_0761,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase CobT,cobT
hotlake_ucc_81724,CD01DRAFT_0762,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,adenosylcobinamide-phosphate synthase CobD,cobD
hotlake_ucc_81725,CD01DRAFT_0763,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,cobalamin biosynthetic protein CobC1,cobC1
hotlake_ucc_81726,CD01DRAFT_0764,Transport and binding proteins,Porins and secretins,TonB-dependent cobalamin receptor BtuB,btuB
hotlake_ucc_81728,CD01DRAFT_0765,Unknown function,General,cobaltochelatase subunit CobN,cobN
hotlake_ucc_81729,CD01DRAFT_0766,,,ABC-type cobalamine uptake system substrate-binding component BtuF,btuF
hotlake_ucc_81731,CD01DRAFT_0767,Transport and binding proteins,Cations and iron carrying compounds,ABC-type cobalamine uptake system permease component BtuC,btuC
hotlake_ucc_81732,CD01DRAFT_0768,Transport and binding proteins,Unknown substrate,ABC-type cobalamine uptake system ATPase component BtuD,btuD
hotlake_ucc_81733,CD01DRAFT_0769,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobyrinic acid a_c-diamide synthase CobB,cobB
hotlake_ucc_81734,CD01DRAFT_0770,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,cob(I)alamin adenosyltransferase CobA,cobA
hotlake_ucc_81735,CD01DRAFT_0771,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Porphyrin and chlorophyll metabolism,cobyric acid synthase CobQ,cobQ
hotlake_ucc_81736,CD01DRAFT_0772,Prosthetic groups_ cofactors_ and carriers::Energy metabolism,Riboflavin metabolism::Nitrogen metabolism,5_6-dimethylbenzimidazole synthase BluB,bluB
hotlake_ucc_81737,CD01DRAFT_0773,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,cobalamin 5'-phosphate synthase CobS,cobS
hotlake_ucc_81738,CD01DRAFT_0774,Mobile and extrachromosomal element functions,Bacteriophage and virus functions::Selfish genetic elements,integron integrase IntA,intA
hotlake_ucc_81739,CD01DRAFT_0775,,,integron cassette protein,
hotlake_ucc_81740,CD01DRAFT_0776,,,toxin-antitoxin system Pin family toxin component,
hotlake_ucc_81741,CD01DRAFT_0777,,,toxin-antitoxin system COG2929 family antidote component,
hotlake_ucc_81742,CD01DRAFT_0778,,,integron cassette protein,
hotlake_ucc_81743,CD01DRAFT_0779,,,integron cassette protein,
hotlake_ucc_81744,CD01DRAFT_0780,,,integron cassette DUF4145 domain protein,
hotlake_ucc_81745,CD01DRAFT_0781,,,integron cassette protein,
hotlake_ucc_81746,CD01DRAFT_0782,,,integron cassette protein,
hotlake_ucc_81747,CD01DRAFT_0783,,,integron cassette protein,
hotlake_ucc_81748,CD01DRAFT_0784,,,integron cassette protein,
hotlake_ucc_81749,CD01DRAFT_0785,,,integron cassette protein,
hotlake_ucc_81751,CD01DRAFT_0787,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron integrase,ltrA
hotlake_ucc_81752,CD01DRAFT_0788,,,integron cassette protein,
hotlake_ucc_81753,CD01DRAFT_0789,,,integron cassette protein,
hotlake_ucc_81754,CD01DRAFT_0791,Mobile and extrachromosomal element functions,Selfish genetic elements,ISPre1-like transposase,
hotlake_ucc_81755,CD01DRAFT_0792,,,integron cassette protein,
hotlake_ucc_81756,CD01DRAFT_0793,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_81757,CD01DRAFT_0794,Unknown function,Enzymes of unknown specificity,putative acetyltransferase,
hotlake_ucc_81758,CD01DRAFT_0795,,,integron cassette protein,
hotlake_ucc_81759,CD01DRAFT_0796,,,integron cassette protein,
hotlake_ucc_81760,CD01DRAFT_0797,,,integron cassette protein,
hotlake_ucc_81761,CD01DRAFT_0798,,,integron cassette protein,
hotlake_ucc_81762,CD01DRAFT_0799,,,protein of unknown function,
hotlake_ucc_81763,CD01DRAFT_0800,,,Protein of unknown function (DUF2931),
hotlake_ucc_81765,CD01DRAFT_0801,Defense and invasion systems,Invasion response,Restriction endonuclease,
hotlake_ucc_81766,CD01DRAFT_0802,,,hypothetical protein,
hotlake_ucc_81767,CD01DRAFT_0803,,,toxin-antitoxin system Pin family toxin component,
hotlake_ucc_81768,CD01DRAFT_0804,,,toxin-antitoxin system COG2929 family antidote component,
hotlake_ucc_81769,CD01DRAFT_0806,Transport and binding proteins,Unknown substrate,MFS transporter_ UMF1 family,
hotlake_ucc_81770,CD01DRAFT_0807,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81771,CD01DRAFT_0808,Unknown function,General,Zn-dependent hydrolase,
hotlake_ucc_81772,CD01DRAFT_0809,Transport and binding proteins,Anions,SulP family sulfate permease,
hotlake_ucc_81773,CD01DRAFT_0810,Prosthetic groups_ cofactors_ and carriers::Transport and binding proteins,Porphyrin and chlorophyll metabolism::Cations and iron carrying compounds,putative membrane protein,
hotlake_ucc_81774,CD01DRAFT_0811,Regulatory functions,Small molecule interactions,diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),
hotlake_ucc_81775,CD01DRAFT_0812,Regulatory functions::Signal transduction,Taxis::DNA interactions,two component signal transduction system response regulator RegA,regA
